clip,policy,frames,fps,n_bins,n_bins_eligible,bin_eligible_frac,bin_score_mean,infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m
KIT_167_walking_run08_poses_100_jpos,screened,218,50.0,5,0,0.0,0.0,0.03211009174311927,0.03211009174311927,0.6926605504587156,0.0,2,torque_limited,0.06
KIT_167_walking_run10_poses_100_jpos,screened,244,50.0,5,0,0.0,0.0,0.05737704918032787,0.05737704918032787,0.7131147540983607,0.0,4,torque_limited,0.06
KIT_167_walking_slow02_poses_100_jpos,screened,377,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_167_walking_slow04_poses_100_jpos,screened,325,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_from_left_to_right_21_poses_100_jpos,screened,228,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_from_left_to_right_30_poses_100_jpos,screened,244,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_from_left_to_right_33_poses_100_jpos,screened,212,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_from_left_to_right_39_poses_100_jpos,screened,205,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_from_left_to_right_49_poses_100_jpos,screened,261,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_tilt_middle_11_poses_100_jpos,screened,453,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_tilt_middle_21_poses_100_jpos,screened,475,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_tilt_middle_24_poses_100_jpos,screened,475,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_tilt_side_08_poses_100_jpos,screened,464,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_tilt_side_26_poses_100_jpos,screened,547,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1717_displace_tilt_side_42_poses_100_jpos,screened,501,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1721_RecoveryStepping_30_0_03_poses_100_jpos,screened,237,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1721_RecoveryStepping_50_135_04_poses_100_jpos,screened,236,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1721_RecoveryStepping_80_0_02_poses_100_jpos,screened,162,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_middle_12_poses_100_jpos,screened,482,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_middle_23_poses_100_jpos,screened,513,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_side_02_poses_100_jpos,screened,468,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_side_04_poses_100_jpos,screened,474,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_side_05_poses_100_jpos,screened,480,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_side_21_poses_100_jpos,screened,461,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_side_24_poses_100_jpos,screened,490,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_183_bend_left01_poses_100_jpos,screened,293,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_183_parkour02_poses_100_jpos,screened,664,50.0,14,11,0.7857142857142857,0.8028571428571428,0.0030120481927710845,0.0030120481927710845,0.1536144578313253,0.7921686746987951,1,torque_limited,0.06
KIT_183_step_over_gap05_poses_100_jpos,screened,259,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_183_step_over_gap09_poses_100_jpos,screened,263,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_183_turn_right08_poses_100_jpos,screened,240,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_183_walking_run02_poses_100_jpos,screened,210,50.0,5,0,0.0,0.0,0.17142857142857143,0.17142857142857143,0.7857142857142857,0.0,5,torque_limited,0.06
KIT_183_walking_run06_poses_100_jpos,screened,183,50.0,4,0,0.0,0.0,0.04918032786885246,0.04918032786885246,0.7377049180327869,0.0,3,torque_limited,0.06
KIT_183_walking_run07_poses_100_jpos,screened,191,50.0,4,0,0.0,0.0,0.23036649214659685,0.23036649214659685,0.9581151832460733,0.0,5,torque_limited,0.06
KIT_183_walking_slow02_poses_100_jpos,screened,367,50.0,8,0,0.0,0.0,0.07629427792915532,0.07629427792915532,0.8528610354223434,0.0,3,torque_limited,0.06
KIT_200_Kniebeuge01_poses_100_jpos,screened,374,50.0,8,1,0.125,0.195,0.3502673796791444,0.3502673796791444,0.7593582887700535,0.13903743315508021,2,torque_limited,0.06
KIT_200_Kniebeuge04_poses_100_jpos,screened,218,50.0,5,0,0.0,0.0,0.3211009174311927,0.3211009174311927,0.7798165137614679,0.0,1,torque_limited,0.06
KIT_200_Kniebeuge06_poses_100_jpos,screened,220,50.0,5,0,0.0,0.0,0.29545454545454547,0.29545454545454547,0.75,0.0,1,torque_limited,0.06
KIT_205_walking_slow02_poses_100_jpos,screened,323,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_205_walking_slow07_poses_100_jpos,screened,283,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_291_cal03_poses_100_jpos,screened,212,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_291_push_recovery_back05_poses_100_jpos,screened,375,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_291_push_recovery_back07_poses_100_jpos,screened,282,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_291_push_recovery_left07_poses_100_jpos,screened,311,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_291_push_recovery_right03_poses_100_jpos,screened,283,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_291_push_recovery_stand_left01_poses_100_jpos,screened,249,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_291_push_recovery_stand_right02_poses_100_jpos,screened,227,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_291_walk_like_an_egyptian01_poses_100_jpos,screened,172,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_314_bend_left01_poses_100_jpos,screened,188,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_314_go_over_beam01_poses_100_jpos,screened,543,50.0,11,4,0.36363636363636365,0.45454545454545453,0.3683241252302026,0.3683241252302026,0.5524861878453039,0.44751381215469616,1,torque_limited,0.06
KIT_314_turn_left04_poses_100_jpos,screened,216,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_314_turn_right10_poses_100_jpos,screened,220,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_314_walking_fast05_poses_100_jpos,screened,250,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_314_walking_medium03_poses_100_jpos,screened,349,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_314_walking_run04_poses_100_jpos,screened,192,50.0,4,0,0.0,0.0,0.057291666666666664,0.057291666666666664,0.734375,0.0,2,torque_limited,0.06
KIT_317_bend_left01_poses_100_jpos,screened,164,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_317_bend_right03_poses_100_jpos,screened,187,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_317_bend_right08_poses_100_jpos,screened,179,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_317_go_over_beam06_poses_100_jpos,screened,292,50.0,6,0,0.0,0.0,0.4623287671232877,0.4623287671232877,0.8047945205479452,0.0,1,torque_limited,0.06
KIT_317_go_over_beam08_poses_100_jpos,screened,309,50.0,7,0,0.0,0.0,0.4563106796116505,0.4563106796116505,0.7799352750809061,0.0,1,torque_limited,0.06
KIT_317_step_over_gap05_poses_100_jpos,screened,232,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_317_turn_right05_poses_100_jpos,screened,237,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_317_walking_fast09_poses_100_jpos,screened,250,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_317_walking_medium07_poses_100_jpos,screened,182,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_317_walking_run03_poses_100_jpos,screened,174,50.0,4,0,0.0,0.0,0.028735632183908046,0.028735632183908046,0.603448275862069,0.0,1,torque_limited,0.06
KIT_317_walking_run09_poses_100_jpos,screened,200,50.0,4,0,0.0,0.0,0.03,0.03,0.53,0.0,1,torque_limited,0.06
KIT_348_bend_left08_poses_100_jpos,screened,256,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_348_bend_right04_poses_100_jpos,screened,252,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_348_parkour01_poses_100_jpos,screened,606,50.0,13,10,0.7692307692307693,0.8446153846153847,0.0016501650165016502,0.0016501650165016502,0.16666666666666666,0.8333333333333334,1,torque_limited,0.06
KIT_348_parkour05_poses_100_jpos,screened,523,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_348_turn_left05_poses_100_jpos,screened,309,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_348_turn_left06_poses_100_jpos,screened,317,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_348_walking_slow08_poses_100_jpos,screened,294,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_359_bend_left06_poses_100_jpos,screened,210,50.0,5,0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.8,0.0,2,torque_limited,0.06
KIT_359_go_over_beam02_poses_100_jpos,screened,428,50.0,9,2,0.2222222222222222,0.22666666666666668,0.45093457943925236,0.45093457943925236,0.6845794392523364,0.2383177570093458,1,torque_limited,0.06
KIT_359_go_over_beam03_poses_100_jpos,screened,475,50.0,10,3,0.3,0.41600000000000004,0.40421052631578946,0.40421052631578946,0.6147368421052631,0.38526315789473686,1,torque_limited,0.06
KIT_359_turn_left02_poses_100_jpos,screened,252,50.0,6,1,0.16666666666666666,0.22666666666666666,0.05952380952380952,0.05952380952380952,0.7301587301587301,0.2698412698412698,2,torque_limited,0.06
KIT_359_turn_right03_poses_100_jpos,screened,286,50.0,6,1,0.16666666666666666,0.19666666666666666,0.08391608391608392,0.08391608391608392,0.7132867132867133,0.2062937062937063,3,torque_limited,0.06
KIT_359_turn_right08_poses_100_jpos,screened,274,50.0,6,1,0.16666666666666666,0.26666666666666666,0.072992700729927,0.072992700729927,0.6751824817518248,0.19708029197080293,2,torque_limited,0.06
KIT_359_walking_fast01_poses_100_jpos,screened,188,50.0,4,0,0.0,0.0,0.11170212765957446,0.11170212765957446,0.9680851063829787,0.0,4,torque_limited,0.06
KIT_359_walking_medium10_poses_100_jpos,screened,258,50.0,6,3,0.5,0.64,0.031007751937984496,0.031007751937984496,0.4186046511627907,0.5813953488372093,1,torque_limited,0.06
KIT_359_walking_slow04_poses_100_jpos,screened,313,50.0,7,4,0.5714285714285714,0.6257142857142857,0.038338658146964855,0.038338658146964855,0.35782747603833864,0.5814696485623003,1,torque_limited,0.06
KIT_359_walking_slow06_poses_100_jpos,screened,267,50.0,6,4,0.6666666666666666,0.7233333333333333,0.0299625468164794,0.0299625468164794,0.31086142322097376,0.6891385767790262,1,torque_limited,0.06
KIT_378_push_recovery_front04_poses_100_jpos,screened,350,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_378_push_recovery_right05_poses_100_jpos,screened,325,50.0,7,3,0.42857142857142855,0.5314285714285714,0.043076923076923075,0.043076923076923075,0.38461538461538464,0.49538461538461537,3,torque_limited,0.06
KIT_378_push_recovery_stand_left01_poses_100_jpos,screened,186,50.0,4,0,0.0,0.0,0.08064516129032258,0.08064516129032258,0.6236559139784946,0.0,2,torque_limited,0.06
KIT_378_push_recovery_stand_right08_poses_100_jpos,screened,226,50.0,5,2,0.4,0.5599999999999999,0.04424778761061947,0.04424778761061947,0.48672566371681414,0.5132743362831859,1,torque_limited,0.06
KIT_379_push_recovery_back10_poses_100_jpos,screened,200,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_379_push_recovery_front01_poses_100_jpos,screened,200,50.0,4,1,0.25,0.28,0.01,0.01,0.51,0.28,1,torque_limited,0.06
KIT_379_push_recovery_front06_poses_100_jpos,screened,300,50.0,6,3,0.5,0.6566666666666666,0.01,0.01,0.3433333333333333,0.6566666666666666,1,torque_limited,0.06
KIT_379_push_recovery_left08_poses_100_jpos,screened,288,50.0,6,3,0.5,0.5866666666666667,0.07291666666666667,0.07291666666666667,0.4305555555555556,0.5694444444444444,2,torque_limited,0.06
KIT_379_push_recovery_stand_back06_poses_100_jpos,screened,138,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_379_push_recovery_stand_left10_poses_100_jpos,screened,138,50.0,3,0,0.0,0.0,0.007246376811594203,0.007246376811594203,0.6666666666666666,0.0,1,torque_limited,0.06
KIT_379_push_recovery_stand_right01_poses_100_jpos,screened,275,50.0,6,3,0.5,0.6233333333333334,0.05454545454545454,0.05454545454545454,0.4109090909090909,0.5890909090909091,2,torque_limited,0.06
KIT_379_push_recovery_stand_right07_poses_100_jpos,screened,175,50.0,4,0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.6285714285714286,0.0,2,torque_limited,0.06
KIT_3_Drinking09_poses_100_jpos,screened,399,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_balancing01_poses_100_jpos,screened,559,50.0,12,12,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_bend_left05_poses_100_jpos,screened,329,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_bend_left08_poses_100_jpos,screened,350,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_bend_right05_poses_100_jpos,screened,257,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_bow_slight02_poses_100_jpos,screened,225,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_bow_slight03_poses_100_jpos,screened,273,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_go_over_beam01_poses_100_jpos,screened,518,50.0,11,5,0.45454545454545453,0.49454545454545457,0.3436293436293436,0.3436293436293436,0.5366795366795367,0.46332046332046334,1,torque_limited,0.06
KIT_3_golf_drive01_poses_100_jpos,screened,315,50.0,7,4,0.5714285714285714,0.6942857142857142,0.015873015873015872,0.022222222222222223,0.3396825396825397,0.6603174603174603,1,torque_limited,0.06
KIT_3_inspect_shoe_sole07_poses_100_jpos,screened,459,50.0,10,5,0.5,0.6199999999999999,0.08714596949891068,0.08714596949891068,0.4139433551198257,0.5860566448801743,2,torque_limited,0.06
KIT_3_jump_left05_poses_100_jpos,screened,218,50.0,5,2,0.4,0.54,0.027522935779816515,0.027522935779816515,0.5275229357798165,0.4724770642201835,2,torque_limited,0.06
KIT_3_jump_up04_poses_100_jpos,screened,291,50.0,6,3,0.5,0.5966666666666667,0.01718213058419244,0.01718213058419244,0.41580756013745707,0.584192439862543,2,torque_limited,0.06
KIT_3_kick_high_right03_poses_100_jpos,screened,227,50.0,5,2,0.4,0.43599999999999994,0.1762114537444934,0.1762114537444934,0.6167400881057269,0.3788546255506608,1,torque_limited,0.06
KIT_3_kneel_down_with_both_hands08_poses_100_jpos,screened,288,50.0,6,3,0.5,0.5,0.07291666666666667,0.07291666666666667,0.4201388888888889,0.4791666666666667,1,torque_limited,0.06
KIT_3_kneel_down_with_left_hand04_poses_100_jpos,screened,453,50.0,10,7,0.7,0.766,0.037527593818984545,0.037527593818984545,0.2582781456953642,0.7417218543046358,1,torque_limited,0.06
KIT_3_kneel_down_with_stool_left_hand08_poses_100_jpos,screened,248,50.0,5,2,0.4,0.504,0.0967741935483871,0.0967741935483871,0.5,0.5,1,torque_limited,0.06
KIT_3_kneel_down_with_stool_right_hand04_poses_100_jpos,screened,325,50.0,7,4,0.5714285714285714,0.66,0.05846153846153846,0.05846153846153846,0.36615384615384616,0.6338461538461538,1,torque_limited,0.06
KIT_3_kneel_up_from_crawl02_poses_100_jpos,screened,223,50.0,5,2,0.4,0.45999999999999996,0.026905829596412557,0.026905829596412557,0.47533632286995514,0.39461883408071746,1,torque_limited,0.06
KIT_3_kneel_up_with_left_hand05_poses_100_jpos,screened,193,50.0,4,1,0.25,0.355,0.03626943005181347,0.03626943005181347,0.5544041450777202,0.3316062176165803,1,torque_limited,0.06
KIT_3_lean_on_table01_poses_100_jpos,screened,353,50.0,8,3,0.375,0.44,0.08781869688385269,0.08781869688385269,0.37110481586402266,0.4985835694050991,1,torque_limited,0.06
KIT_3_lean_over_table05_poses_100_jpos,screened,551,50.0,12,12,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_lean_over_table14_poses_100_jpos,screened,489,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_parkour05_poses_100_jpos,screened,722,50.0,15,15,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_push_from_the_left_side09_poses_100_jpos,screened,244,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_seesaw01_poses_100_jpos,screened,287,50.0,6,3,0.5,0.5866666666666667,0.08362369337979095,0.08362369337979095,0.43205574912891986,0.5679442508710801,1,torque_limited,0.06
KIT_3_seesaw_backwards07_poses_100_jpos,screened,674,50.0,14,8,0.5714285714285714,0.6042857142857143,0.2433234421364985,0.2433234421364985,0.41097922848664686,0.5890207715133531,3,torque_limited,0.06
KIT_3_squat05_poses_100_jpos,screened,275,50.0,6,2,0.3333333333333333,0.3666666666666667,0.2581818181818182,0.2581818181818182,0.6218181818181818,0.3090909090909091,1,torque_limited,0.06
KIT_3_step_over_gap02_poses_100_jpos,screened,280,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_stomp_right02_poses_100_jpos,screened,258,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_stomp_right04_poses_100_jpos,screened,229,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_tennis_forehand_left05_poses_100_jpos,screened,297,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_tennis_smash_right05_poses_100_jpos,screened,295,50.0,6,2,0.3333333333333333,0.49333333333333335,0.04406779661016949,0.04406779661016949,0.43050847457627117,0.4847457627118644,4,torque_limited,0.06
KIT_3_throw_left02_poses_100_jpos,screened,238,50.0,5,2,0.4,0.45199999999999996,0.02100840336134454,0.02100840336134454,0.4579831932773109,0.42436974789915966,2,torque_limited,0.06
KIT_3_throw_right03_poses_100_jpos,screened,272,50.0,6,3,0.5,0.54,0.051470588235294115,0.051470588235294115,0.41911764705882354,0.49264705882352944,1,torque_limited,0.06
KIT_3_turn_right10_poses_100_jpos,screened,259,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walk_with_left_support02_poses_100_jpos,screened,377,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walk_with_left_support_table01_poses_100_jpos,screened,356,50.0,8,5,0.625,0.6675,0.0028089887640449437,0.0028089887640449437,0.25,0.75,1,torque_limited,0.06
KIT_3_walking_fast02_poses_100_jpos,screened,261,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walking_fast05_poses_100_jpos,screened,189,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walking_medium01_poses_100_jpos,screened,159,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walking_medium02_poses_100_jpos,screened,330,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walking_medium06_poses_100_jpos,screened,241,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walking_slow07_poses_100_jpos,screened,323,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_wave_right04_poses_100_jpos,screened,221,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_421_push_recovery_back03_poses_100_jpos,screened,275,50.0,6,3,0.5,0.65,0.01818181818181818,0.01818181818181818,0.38181818181818183,0.6181818181818182,1,torque_limited,0.06
KIT_421_push_recovery_back06_poses_100_jpos,screened,237,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_421_push_recovery_back07_poses_100_jpos,screened,250,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_421_push_recovery_front02_poses_100_jpos,screened,375,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_421_push_recovery_left06_poses_100_jpos,screened,263,50.0,6,3,0.5,0.63,0.04182509505703422,0.04182509505703422,0.4220532319391635,0.5779467680608364,1,torque_limited,0.06
KIT_421_push_recovery_stand_front03_poses_100_jpos,screened,250,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_421_push_recovery_stand_front06_poses_100_jpos,screened,175,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_421_push_recovery_stand_left02_poses_100_jpos,screened,451,50.0,10,7,0.7,0.7939999999999999,0.0066518847006651885,0.0066518847006651885,0.22838137472283815,0.7716186252771619,1,torque_limited,0.06
KIT_421_push_recovery_stand_right08_poses_100_jpos,screened,300,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_424_bend_left05_poses_100_jpos,screened,335,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_424_bend_left08_poses_100_jpos,screened,266,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_424_seesaw01_poses_100_jpos,screened,437,50.0,9,4,0.4444444444444444,0.5955555555555555,0.18764302059496568,0.18764302059496568,0.41647597254004576,0.5835240274599542,1,torque_limited,0.06
KIT_424_seesaw04_poses_100_jpos,screened,409,50.0,9,3,0.3333333333333333,0.5333333333333333,0.2273838630806846,0.2273838630806846,0.5134474327628362,0.48655256723716384,3,torque_limited,0.06
KIT_424_seesaw09_poses_100_jpos,screened,300,50.0,6,2,0.3333333333333333,0.5533333333333333,0.11333333333333333,0.11333333333333333,0.44666666666666666,0.5533333333333333,1,torque_limited,0.06
KIT_424_seesaw_backwards03_poses_100_jpos,screened,438,50.0,9,4,0.4444444444444444,0.5444444444444445,0.1735159817351598,0.1735159817351598,0.4680365296803653,0.5319634703196348,2,torque_limited,0.06
KIT_424_step_over_gap05_poses_100_jpos,screened,260,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_424_step_stones03_poses_100_jpos,screened,592,50.0,12,5,0.4166666666666667,0.45,0.2939189189189189,0.2939189189189189,0.5574324324324325,0.44256756756756754,2,torque_limited,0.06
KIT_424_walking_slow10_poses_100_jpos,screened,441,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_425_bend_left03_poses_100_jpos,screened,223,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_425_bend_left10_poses_100_jpos,screened,254,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_425_bend_right04_poses_100_jpos,screened,238,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_425_bend_right06_poses_100_jpos,screened,359,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_425_step_over_gap05_poses_100_jpos,screened,284,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_425_walking_01_poses_100_jpos,screened,330,50.0,7,5,0.7142857142857143,0.7514285714285714,0.06666666666666667,0.06666666666666667,0.2636363636363636,0.7363636363636363,2,torque_limited,0.06
KIT_425_walking_fast02_poses_100_jpos,screened,211,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_425_walking_medium03_poses_100_jpos,screened,227,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_425_walking_slow05_poses_100_jpos,screened,284,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_441_PizzaDelivery03_poses_100_jpos,screened,1187,50.0,24,24,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_441_drinking05_poses_100_jpos,screened,699,50.0,14,14,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_441_synchron04_poses_100_jpos,screened,569,50.0,12,8,0.6666666666666666,0.745,0.050966608084358524,0.050966608084358524,0.2688927943760984,0.7311072056239016,2,torque_limited,0.06
KIT_442_Bouncen01_poses_100_jpos,screened,288,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_442_PizzaDelivery05_poses_100_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_4_RightTurn01_poses_100_jpos,screened,262,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
